intent,utterance
sarcastic,@sharcasticapproach @teamproof @haystack @chrismyers5 I kinda wish I was fluent in                
sarcastic,“someone on the bus pls provide me with a ukulele so I don’t ruin my day by playing it on every song!!!!!!!!!!!!!!
sarcastic,"going to a new city and seeing new people is such an incredible experience 🌹🌹 🌹🌹🌹""!!!!!!!!!!!!!!!"
sarcastic,#McDonaldsUK Always thanks McDonald's for your loyal and incredible support this morning. https://t.co/0zFQuV3XHWH https://t.co/bRiM
sarcastic,hey you know I’m pretty into drama.’drama makes me happy!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@JKMillionaire Who’s your god?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I can’t sleep.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Vomiting in the shower is so normal I never imagined it would be so draining and anxiety provoking!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"just ordered pizza and a bagel for the two of us https://t.co/6MkNw4G7xwR — Erin (@erinysmcfarland) March 3, 2017
"
sarcastic,"Today at work I overheard someone tell a boss that he should be hiring people who share his love of games. I’ve never met a more uneducated, uneducated, uneducated, uneducated, uneducated,"
sarcastic,You know what would be wonderful? A whole separate park for everyone. This is not to say that there should be a single theme park in every city - this is merely to say that at least some of the parks that exist
sarcastic,How nice is it when someone literally hits your eye with a snow globe on your birthday and you get a slightly higher grade than everyone else... just want someone to actually hug like an old lady and not just hit your head while
sarcastic,just went through 9 layers of eye make up today. just had to take my pcs out!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@britishofficer @mrswoodwardcouncil @Hornets_FC really grateful to @WestShoalsFC for everything and the fans for supporting us with all your love. @Shark
sarcastic,Caught the Red Sox playing at Fenway! Great game! Thanks Tom Brady!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’m ready for the apocalypse!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Hate living in a society where people who literally own two different brands of toilet paper will actually share toilet paper.!!!!!!!!!!!!!!!!!!!!!!
sarcastic,When you walk into a man's house he’s probably not going to use the loo.!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,So I've been lied to about the purpose of life and/or getting an in school internship for 18 months.!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@drewmartin Amen, boys you can’t ’t ’t begrudge anyone for taking a shit.!!!!!!!!!!!!!!!!"
sarcastic,Good grief “excited for summer“!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,the birdsong in crosstown is too nice!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,im a bit more aware of what timezone I am watching movies on bc im from out of town having a good time 😀!!!!!!!!!!!!!!!!!!!
sarcastic,Happy New Year everyone!! :)!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’ve never seen so many cute birds in one place in my entire life!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I love living in a city where everything's cool and I can have a good time!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,this morning my “best friend”s” girlfriend just sat in a car for an hour... and forgot”s what she’d ordered”!!!!!!!!!!
sarcastic,It’s so good to be back at home and nothing is breaking our heart!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,At least 8 of these games have closed out the season so far!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I just wanna go to bed and watch rxters forever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"This is the sort of thing that makes me want to get an air gun.""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,Getting engaged is super exciting!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Today I made a grilled cheese sandwich and then grilled cheese with mayonnaise & oregano!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i’m gonna take a class on how to turn your phone into a game!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Can’t wait til someone’s asking me my grade!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@kyleeisrae2 This is my 4th year of graduating from California State University, Fullerton and I just finished my 2nd year of LAUSD. This will be my 3rd year in LAUSD and"
sarcastic,How can I keep my hands on my children while at work?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Every time my buddy brings me the dreck on the small side I wonder what he’s feeding it to... #avs #hotamp #denmark A post shared by Noah Mitchell (@noaemcind
sarcastic,why can't u sing in ur dad's car ur singing in the rain!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,How fast I ran and how little I cried over my dead friend :( #Lil Pump twitter.com/vincent_ipsoi… https://t.co/bEdeXVjIgK5
sarcastic,If you're not online everyday you're a terrible person and I hate it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,all the girls walking around just chucking boys off at a rate of 1 every 1.2 mins!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I don’t understand how anyone can walk into a room and not touch a girl. I don’t understand how anyone can walk into a room and not touch the girl on the shoulder. I don’
sarcastic,Beautiful day in Rainbows but also the rain. #canucks https://t.co/0OmHb8OtJeW https://t.co/cOcHR7OiLW
sarcastic,only two things can keep people from giving up hope: hope alone and the cry for help coming from almost everyone you meet!!!!!!!!!!!!!!!!!!!!!
sarcastic,"hey @NFL_Theatres. #NFC16 @Football https://t.co/iLjwOz2OSWG — Suresh Raina (@ridofish) September 18, 2016"
sarcastic,My new obsession. https://t.co/u8Us7W4ZZH5!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Thank you for supporting us with your support. We are overwhelmed by all of the amazing people who have stood with us, and we wish them well in life. #CoffeeSucks 💜🏼 #"
sarcastic,not going to vote because of vote suppression.#thejustinsurprising https://t.co/8B5X3lYHnE5 https://t.co/y2wcI1b
sarcastic,@codygossettut u almost saw me take a shit in the rain on  ive been on a plane 4 days now bc of the stress of being on meds because ur dad will take u to his
sarcastic,"We want @HarryShatner, and we want everyone to see him, at least once! 😷!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,@MadridFootball The fact that I got in for £1.63 is extremely depressing 😔😔🤷😀😜!!!!!!!!!!!!!!!!
sarcastic,getting to see Chris Bostrom at #PhilipSchillerBigDay in London 🤔!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,It’s a good thing my Auntie moved to the UK when I was little!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@Triswag_RS @GcShlomo1st @ProfessorBlueshoR @elliekoffman63 So the people who sign up for the new line up and miss the new films is
sarcastic,i feel like my life was saved today by the only good girl i know 💀!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,For people who don’t get why i’m mad at everyone but the people who did i’m at least half of this is bc the people who were good at the younger games that werent too
sarcastic,If I left this nice beachfront house it'd still be there tomorrow. :)!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,“You’re just the right type of guy to have these boots on and have a fistful of @Blues!!!!!!!!!!!!!!!!!!!
sarcastic,It really pains me that my parents have to go through all this trouble of being 'perfect' because the book I've been reading gets to the part where David Tennant makes an announcement about the  Dollhead 
sarcastic,I have to go to class just to fully understand a class. I almost cried on the way here!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@evdoornelson @nypost I don't think this is true!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I'll do anything for a hug!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i hate how the media is slagging me on my views on feminism and tumblr.😭!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I hope the NFL sees me out at the #EbbetsMustache bus stop to announce my retirement!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i want coffee and tea so i can get through my workday with ease!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Thanks @theguardian for the video!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,me and my buddy vloggers meet in a hotel room and then eat buns for breakfast. instagram no lemme stop you’re making my day 💀 https://t.co/cps
sarcastic,What is this all about?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Well my mom just bought me a surfboard!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@cameljimmy @jackrutherford23 @sniffle_me Not to pick on Jack, but most importantly to me, I miss buying Jell-O in the supermarket.😭!!!"
sarcastic,@thegreatcataractins @Freenode @bob_rotter! @ChiwettoTNA We want to invite you to join us on our grand reopening celebration at #Chiwetto
sarcastic,Might wanna not wear glasses on a Saturday night to not scare the pants off of people.!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Someone please explain to me how we got here......!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@aludora2 @tylerthepeople @nytimes I never’ve seen so many people talking about the food stamp cards so quickly!!!!!!!!!!!!!!
sarcastic,@XediaMcManus @chrissyking @rachelsekumar973 @harriedmaniac @craiginform @Tim_Cockpitas @ryanshawking @MC
sarcastic,What a weekend! I can't wait til tomorrow to stop taking my meds!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’m going to miss you all so much!!!😵!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@GoFundMe I just saw some really good news! https://t.co/RiU7Df1iBzs @GoFundMe I just watched #LoveIsland on Netflix! And I
sarcastic,"Dads I hate to break it to you but, you’re too young to understand #OlympicVoting https://t.co/1lV0FyoCXyB — Iphira"
sarcastic,Looking forward to Friday night @ #TheWetlands just last night! ❤️!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Packing and moving my house is so slow :( :(!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"All these people that “love“ coffee“ love to hate it. Not me, mind you. It’s soooo much better. Coffee is like my favorite food. I’m going back"
sarcastic,Can’t believe people are still so obsessed with John Bonham. https://t.co/GXdoEqN2AuO #LittleBigPlanet https://t.co/RN7W
sarcastic,I see a doctor!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Thanks God @OlympicShoes will have a new top outsole soon!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@WestonSimmons1 @WestonSimmons1 Well done!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just done a 3 hour workout with my team and im back at work in no time.!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Only 3 reasons I voted No to the full stop train strike!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@dennisballard @BBCBRmktrs_ This sort of shit that gets allowed to happen in a city like this is not ok!!!!!!!!!!!!!!!!!!
sarcastic,At this time of year I think it's better to vaccinate children then not vaccinate them at all. We vaccinate the majority of kids before we vaccinate adults!!!!!!!!!!!
sarcastic,hey @DrewIdo this is my favorite song of his!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Olympic gymnastics would be a great sport if they could all be miseducated into thinking they could fly!!!!!!!!!!!!!!!!!!!!!
sarcastic,I really want to give a single class @womensfault a try 👍!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,How about this https://t.co/O0FbHt2fXsI https://t.co/aTff2XAsRqR — Joe Biden (@JoeBiden) September 4
sarcastic,Sometimes I just wanna start a new hobby.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just drank 6 beers and am fine. #canadiens https://t.co/3FzSz1HGShb — Robby Cottrell 🏾“💒��
sarcastic,The best part of my job as an educator is that I don’t have to deal with this rubbish every day 😭!!!!!!!!!!!!!!!!!!!
sarcastic,"We need to let everyone know that not all white folks are straight. Not all women are housewives. Not all men are good at math. I really want people to understand that not every shade of skin, color, or"
sarcastic,Anyone else get a panic attack and then cry about it the next day?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,dude you actually get to wear pants to work everyday and have them stretch and look good instead of wearing them uneducated like ur average ass mongol 🙄😂!!!!!!!!!
sarcastic,Thought I would learn how to code on a computer! #SkypeForLists https://t.co/PzY1xDZA2CL #SkypeForLists #SkypeForLists
sarcastic,Trying to get in touch with old friends just before they leave for holidays!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,what a difference a week makes...!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,just listening to kanye West kiddie bop while sipping a cold one!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just watched a bunch of dogs kiss. It was brilliant. ❤️!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,so much cash going back to the owner!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Well I can’t believe that I’ve missed so much. I’ve missed The Roots almost as much!!!!!!!!!!!!!!!!!!!
sarcastic,I'm not into cute animals but I think it’s so adorable how everyone is ignoring the human extinction question and starting a new one all over again.!!!!!!!!!!!!!!
sarcastic,"i wanna see samantha and me hug with full body pressed up against a log with one hand holding the back of samantha's... your hands, please!!!!!!!!!!!!!!"
sarcastic,"For the record, my parents are not leaving me because I'm a girl or I don't understand why boys are so mean to women. I love everyone, and I love being called a man!!!!!!"
sarcastic,Love how it’s the fall of the fall of the capitol where I’m supposed to go to start a hashtag’s love letter to #safeharvesting https://t.co/m
sarcastic,@eddiejflorsch @nypost all I've said to him is that he needs to stop calling him the f-word 😭!!!!!!!!!!!!!!!
sarcastic,just sitting here watching these greedy dogs dig up and eat my mom's eye out 🙁!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@johnkingham My new obsession is buying a complete flat decker to sit at in an office!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,My ppl at work have literally nothing but respect for me.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@JoeEdwardsJM @ryansullivan @MartyBlairFootball Oh come on @ryansullivan You ever wear white pants while walking down the street? @JoeEdwardsJM You'll never be able to take
sarcastic,life imitating art is so frustrating https://t.co/UKGDBTfHWKG ✨ https://t.co/VkQEmf3ZyCN https://t.co/
sarcastic,Having my first ever hair appointment was 🌻!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,lifehacks are for chaps who go to university and who aren’t at home in a hurry!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Love having our apartments cleaned by the state!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,wow I just spent about 4 hours at my local supermarket today looking for something hot. wow I just spent about 4 hours at my local supermarket today looking for something hot. https://t.co/iTjIFm
sarcastic,it’s’s not about race or culture. It's about trying to fit into society. That's all!!!!!!!!!!!!!!!!!!!
sarcastic,First day of school!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I spent my time as a boy being spoon fed by my dad. No small thing. https://t.co/8gP5q3P8f2f https://t.co/bI3N
sarcastic,Happy birthday to me!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Fucking woken up by a man slamming his fist into the phone booth at 4am bc he likes to listen to James Corden instead of reading!!!!!!!!!!!!!!!
sarcastic,@SvenSolnar @elijahherb @BBCRhodesRhodes #BBCRhodesRugby There are rumblings that one day @BBCRhodesRugby could be
sarcastic,Had a dream I was riding a plane flying over London!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@DrAndyMorse91 @IshBruh @IshBruh I just watched Death Wish and have a blast. Can't wait to see how you perform!!!!!!!!!
sarcastic,I hope @ChrisWarcraft_ fails in his bid to become the next @dancruz_ on @Periscope. https://t.co/JyL3PfVmZlF —
sarcastic,So I just witnessed the first whole life-saving exam. 😷#EtcuplaGx https://t.co/yGfGw2OZcI5 https://t.co/
sarcastic,I have just spent 40 minutes telling my kiddo all about the meaning behind the word 'jiggle' https://t.co/fGShsQWUsBV via @SpursOfficial #EFC
sarcastic,I swear I saw one girl getting her hair cut with a toothpick in her mouth. 👊🏾!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Can’t wait until my boss is drunk and just wants to talk about every job he’s ever been on before making him pay.!!!!!!!!!!!!!!!
sarcastic,why am I still alive???!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I forgot my glasses on my bf's first night bc I don’t wear them.!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just wanna get out of the city and go to work. Twitter is literally breaking down every 30 seconds 😉 💔!!!!!!!!!!!!!!!!!!!!
sarcastic,"As much as i hate doing the grime beat of T.I.'s New Year's Eve hit single, my friends are always encouraging me to get out and do something new. 💀 I’m always"
sarcastic,Just got off the phone with a professional tennis player.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,this song just wuz 🤔😍!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Love seeing Jack Nicholson make a comeback on the big screen.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I accidentally ate a sandwich so big I had to walk through it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,happy new years to my boyfriend and i!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Day 13 of walking till I meet the girl I always wanted!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I wish i had a boyfriend!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,my neighbors house is having a knock on the door tonight so im gonna start by asking to enter so that im not late to class. 😉!!!!!!!!!!!!!!!!
sarcastic,"Mentally prepared by @MarkHendy1 @Starbucks 👌🏻 https://t.co/IW0D8G2GxUQ""!!!!!!!!"
sarcastic,@kristenhugheskull @danyfrancona If it’s not broken you’re going to have a blast taking care of it. @cavs #NoMoreD
sarcastic,I just wanna just download as much as I can from the Mac App Store and never think of ollie’s plane crash again.!!!!!!!!!!!!!!!!
sarcastic,The entire purpose of having an education is to instill certain Western norms. This is all a big lie. I’ve got to get a good and rigorous education so I can instil a dose of Western culture into
sarcastic,Just want to thank the many people who have reached out to me and spoken with me about depression! ❤️💔!!!!!!!!!!!!!!!!!!!
sarcastic,"just ate my own cat, so I think i’ve learned something!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,"It's absolutely disgusting that Americans use 100% natural tanning beds, when Americans and Europeans are dying for tanning beds. #GoodPlanet #AvonTaxes https://t.co/mvkXUO"
sarcastic,just had an ice cream cone accidentally dropped on me!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,what's the Twitter rumor’s origin though?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I'll have to change the hours on my alarm to compliment myself on my design skills. #dumbclowns #GoEcon #NRA #RAC19 #GreaterUK #WorkOutOfTheDay
sarcastic,Every time someone makes a sick tweet the outcry goes up on their timelines!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Man that’s the best game i've played in a while!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Life is short but trying to find inspiration every day is good. You know those days when you just want to be outside and recharge? That time is here and you gotta buckle up!!!!!!!!!
sarcastic,Just gotten my PADI stamp! And I'll have to wait until I'm 21 to apply for health insurance! #NancyNancy #PADI https://t.co/E2Y0bru
sarcastic,Why do people keep trying to log on as a first responder from the first day of an earthquake? #EutelsiWhat https://t.co/GMOjbZtWc6s #L
sarcastic,"You know you have a very good eye when you see someone with a clear, if sometimes obnoxiously blue, sky. And that is a very good thing too. @brianrolandwnd @alibhar"
sarcastic,I’m happy that I never went to law school!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Every time i go to an ice cream shop i see a fully grown adult wearing a bathrobe. This is seriously fucking scary!?!?!!!!!!!!!!!!!!!!!
sarcastic,why is traffic in my city so crazy it makes it hard to drive home i love it when a car that stops and asks if i need a parking space chases me down and then I stop dead just in front of a
sarcastic,Just ordered a pizza and chicken sandwich with chicken. Soooo good! 😜!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@MikeHerrington2369 @CarlAnweiler9 @shane_danso1 @R&G_ACDC These guys are the reason I am still around!!!!!!!!!
sarcastic,"Beautiful way to end a day 💚💚💚💚💚💚""!!!!!!!!!!!!!!!!!!!"
sarcastic,Why is anyone watching S2E2 of Red Dwarf when it is currently being rerun on the new S3 network?!!!!!!!!!!!!!!!!!!!!
sarcastic,every day i get a really positive vibe by hearing one of my friends announce that she's now a doctor!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,The nice thing about doing housework is you get to be uneducated about absolutely everything!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"when my boyfriend asks me where I have gotten my hair cut to wear to parties I just nod,""""i found a peep show on tic Tic""""!!!!!!!!!!!!"
sarcastic,Why is there such a huge line for TASVideos on Vimeo 🙄️?!?!?!?!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i love shopping at the flea market but it still feels like i am missing out on so many things. its such a nice feeling to see your stock options literally fall in the air.!!!!!!!
sarcastic,Oh my god https://t.co/IWgXVVZy2H7 https://t.co/HqH3PwXCEi2 Oh my god https://t.co/
sarcastic,"When you give money to a charity cause, it's good for everyone. https://t.co/4oPJkUWHqc2N pic.twitter.com/VkIMEwC"
sarcastic,"please do not send me 4k i said i didn’t send you a selfie, please, do not send me this in a 5 star suite please i just want you to understand that “all” my"
sarcastic,The people of Oklahoma should be allowed to vote and I do support it. I just wish we could stop doing it every 4 years instead!!!!!!!!!!!!!!!!!!
sarcastic,@adidas_usa @daisiesucks I will spend entire halftime showing your iphone 6 how to change between the homescreens!!!!!!!!!!!!!!!!
sarcastic,"I love it when you go from high school to the university in under 9 years. #workout #workingout — Aisha’s Bikinis (@Asda_Asda) March 3, 2014

"
sarcastic,hey can u check the weather app if u cant wait ur turn to go inside!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"anyone else drive around in the rain yelling """"GAS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,The first time I saw James Franco dancing was on the news. That shit was incredible!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,the fact that my grandma's at home brings my anxiety levels up 10x!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I wonder if the president’s new pet chikara is the greatest pet in the world. https://t.co/Y2yoWPx4EZI https://t.co/5A
sarcastic,Sure it's Thanksgiving week and my mom just told me to watch any tv show that mentions Christmas. #DylanFowlerSpanning https://t.co/uOiB8vXI4WL
sarcastic,Well the season has started off on a weird note “ I’ve been diagnosed with Crohn's Disease and I’ve been looking forward to it for over a year now “ as a reminder of why
sarcastic,The #EPL needs to stop this manial gig going on for anyone but the best players. #FlyEmAll 💙!!!!!!!!!!!!!!!!!!
sarcastic,Well I’ve finished school and now I have to study for one of my exams!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,don’t you wanna see the effects of illegal alien flight en route to the United States? https://t.co/WXm1s5p2kIa — Sam 🌹 🜮
sarcastic,I love how badly my anxiety is under control. I'm so much more productive!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,If i had my druthers i would put vaxxed on my jukebox if i ever want to hear it again!!!!!!!!!!!!!!!!!
sarcastic,Love this girl!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’ve got such an obsession with Apple merchandise!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Wow this election just blew up in my face!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@Opinion_editor@JoeHendyUK @BBCChaps @Jacob_HeffernanI @BBCShawWembley@BBCATV @BBCWestmeadseaside @BBC
sarcastic,i just wanna be as nice to my grandma as possible. and dont worry shes only in it for the money!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@denniston7810 What a week. We learned so much, and I am sure so will the children of this nation!!!!!!!!!!!!!!!!!!!"
sarcastic,i’m on a little a mission to catch every ninja. hey what were you doing in a building full of adorable little children?!!!!!!!!!!!!!!!!!
sarcastic,@ChasetownFC19481048104810481048104820 We are the best team in the LFC!!!!!!!!!!!!!!!!!
sarcastic,Some of my favs... please sign my book!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Anybody else just put some baby food in their ice cream and their nightgown and see what happens?!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,No more letting dog sit on me or pick up my little dog!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Having a panic attack while trying to explain how to feed the chickens is so weird. https://t.co/Wc0hcxwOjHr!!!!!!!!!!!
sarcastic,I love showing my love for my baby sister!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Me and my friends actually have a big bed and the neighbours can sleep in it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,going to the bathroom: where is the toilet paper roll dispenser 💀?😯!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,thinking about it was like i asked for it.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"it’s hard being a woman. https://t.co/zOjKFdG1zDg — Sia West (@SiaWest) October 10, 2017

Might as well"
sarcastic,Just seeing @markharrystall and @johnnyfinch #DominicBlanchflower is so eye opening. We can't wait to put up with the rest of these Aussie slobs https://t.co
sarcastic,im so out here for equality and the fact that no women literally drive me around telling me how beautiful i am!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,did I just watch the whole Pokemon movie on rewatch?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Well I’ve been so shit at school!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@benjamin_markey1078 @HampshirePorts I think it's important to let people know about the jobs that exist in Devon. https://t.co/5VyRFJ1N2
sarcastic,@clairerosa Is it illegal to have a female doctor? My dad says yes but the law says a man is NOT allowed to have a female doctor. 😀!!!!!!!!!!
sarcastic,I’ve made friends by standing up to a man. It isn’t for the better.!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Fancy dress makes me happy 😍!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"My two cents on why kids are being exposed to so much, and how it's being assed by the 2nd grade education system!!!!!!!!!!!!!!!!!!"
sarcastic,going to try and get the iced tea off my tongue tomorrow morning!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,my phone is buzzing so badly that I don’t even realize i have it on :(!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i love how the manliest part of this game is actually flying. ❤️ https://t.co/iDjX7yjhFmR — Tomi J’szewkis
sarcastic,I’m thankful for every day I don’t have to talk to my therapist. Thank you for the freedom 💚!!!!!!!!!!!!!!!!!
sarcastic,Is Twitter hiding all the hot girls?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@adamsden66 @petermcsarcastic @nypost LONDON has!!! over 1.5 MILLION unoccupied homes!!!!!!!!!!!!!!!
sarcastic,no more dreadlock for me!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i got a ticket for paying with a dead person's money!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just found out I was once a girl!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I love my caped crusader but I keep forgetting to put on my girly smock!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,love that you made me laugh with that awkward ass krautrock impression last night!!!!!!!!!!!!!!!!!!!!!!!!!!!!
