utterance,intent
@vincent72309193 @Brechannell @misseverywhereg @africanglo i grew up in texas and everyone who paid attention at any time from 1st grade-10th grade knew africa was a continent. we were also tested on all the continents multiple times in elementary.,not sarcastic
Kyle is out of town so i made a baked ziti and ate it out of the pan and watched the first three Twilight movies last night,not sarcastic
I’m at a weird point in my life where I’m on etsy looking for cute reusable tote bags,not sarcastic
"Mad how a bit of fake tan makes you feel like a new person. Like a more confident, bronzed person 👸🏻",not sarcastic
That second vaccine dose is no joke is it 😵 been absolutely floored since Saturday,not sarcastic
Some man just cat called me by saying “let me take you home to explore that ass and that personality”,not sarcastic
i like starting conversations with “also” even though there was no proceeding sentence,not sarcastic
no more instagram. we must all return to scrapbooks.,sarcastic
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,sarcastic
i love shoegaze sm,not sarcastic
"I swear never have a conversation with your man about getting engaged, getting married or having kids because you’ll never get the answer😂🤦🏼‍♀️",not sarcastic
@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,sarcastic
"Listen, while @MarieKondo’s folding method saves a lot of space (and it does), it doesn’t save a lot of time. If you have multiple shirts of the same color, you have to unfold each of them to see what’s on the front.",not sarcastic
"Today has been a good day, I didn't fall off a ladder, my model train show tickets came, I got mentioned on @WWFCFancast, they liked my bostocks cup recommendation, and more importantly, they got my name right! Hurrah.",not sarcastic
my eye doctor is so cute and charming ok,not sarcastic
@RangersFC Well done 👍,not sarcastic
a level tudor history can do one,sarcastic
"#DominicCummings Sack him. Or better yet, charge him.",not sarcastic
Discussing the origins of twerking in class... It all started with DJ Jubilee in NOLA #whoknew,not sarcastic
What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,sarcastic
@OfficialPLT I'd love to get some awesome activewear to go with my t-shirt and help me in my May challenge for @Shelter 😁🤞🏼 https://t.co/8NceX1fgTF,not sarcastic
@Rindian1st @FlyingCryptos Yes please let us know. I am interested in buying some LTC,not sarcastic
i heard marvins room again so naturally i just went ahead and made a whole breakup playlist,not sarcastic
@ChasetownFC1954 Evesham and Bedworth were presumably ticket priority games for Cup matches. I remember leaving the one in December after half an hour because I had to be somewhere else,not sarcastic
"@marcorubio @SecDef What’s more embarrassing is how terrible Florida is doing with containing COVID-19. An utter disgrace.  Wearing a mask to protect yourself and others is not embarrassing, it’s leadership.",not sarcastic
its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,sarcastic
My adventure this week was going to a park and staring at a man trying to figure out if he was a statue or not. He was standing under a gazebo with all matching green on but I never saw him move but his hair looked real. Can you die standing up?,not sarcastic
do i like him or is his hair just curly??,sarcastic
I swear I’m watching more snapchat stories from what people were doing a year ago rather than now 🙄😂,not sarcastic
"frozen bananas, peanut butter, cacao powder, almond milk, blend YOU WILL NOT BE DISAPPOINTED OH MY GOSH 10/10 best homemade ice cream 🍨",not sarcastic
@DarkenerWoW @wochinimen @MissPurplePixie shit healer,not sarcastic
I haven’t used snap in so long and my short attention span/short term memory can’t keep track of what we’re talking about 😩,not sarcastic
"@SeanPenn hate club, i’m president",not sarcastic
"""When you ask for fish n chips they give you chicken right? It's not real fish right?"" -@saige_a",not sarcastic
i want tech to be banned for use in work relationships. i don't ever want my bosses asking me why im missing optional shit. just write me up at that point.,not sarcastic
@Jamie0Sharp Always ❤️,not sarcastic
#Snowden Sad to see intelligent Americans fall victim to the US propaganda machine in this case. So many lies set up to discredit by the US.,not sarcastic
I’m thankful for nuggets but also my amazing friends &amp; fam ❤️❤️,not sarcastic
Who's bored at home?,not sarcastic
I LOVE LORDE GOODNIGHT,not sarcastic
"Something really great about the initial Covid shutdown last year was the way it completely erased March Madness from the calendar. Missing that, tbqhwyrn.",not sarcastic
Every year I watch Soccer Aid and I always forget that Mark Wright is an actually good footballer,not sarcastic
"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",sarcastic
Chloe and Toby just minding their business 🤣,not sarcastic
shut the hell up https://t.co/QeOnvsraNM,not sarcastic
In ​Bostrom's words: https://t.co/eqt6oEjwcX,not sarcastic
I hired a housekeeper...I didn’t want to but I’m feeling exhausted to where I’m running on fumes constantly.,not sarcastic
@thecauseendures Everything goes to financial security to be able to afford decent  housing.,not sarcastic
"@ownyourowndata @Algorandd Be nice to add more to my pot, maybe one day i can give some away.. #Algorand",not sarcastic
"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?",sarcastic
Why perform at the @BRITs if you’re going to mime? 🧐,not sarcastic
Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,sarcastic
Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,sarcastic
@SeasonIncarnate I think you are wonderful! I adore you! 🍞🤼🎢😎,not sarcastic
Just ate a toasted PB &amp; honey sandwich for lunch. IT WAS ABSOLUTE BLISS. What are you having for lunch today?,not sarcastic
Yay for being locked out of your own  house because you forgot your key,sarcastic
why did no one tell me that SSRIs cause hand shaking/jitters cause this shit sucks,not sarcastic
"Unpopular opinion: a cruise is my idea of hell. 

I don't care how expensive/ luxurious it is, it's a firm no.",not sarcastic
What’s in the pollen this year bcos this hayfever is up in my GRILL,not sarcastic
@c_j_mcburney Suspect there’s still room for you in the ground,sarcastic
life is so much better with a heating blanket,not sarcastic
@dunkindonuts @hannahebridges this is iconic hannah,not sarcastic
IBIZA HAS JUST BEEN BOOKED AGAIN wohooooooooo 🎉👏🎉👏,not sarcastic
"""This is not just a black people issue, this is a HUMAN RIGHTS issue."" Leslie Redmond, President, NAACP Minneapolis",not sarcastic
thank you @Ranboosaysstuff i just shit my pants 👍very cool #ranbooemail,sarcastic
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,sarcastic
Idk how ppl discuss their mental health issues openly on the internet,not sarcastic
why are salads so expensive?!It's like I'm being punished for tryna eat healthy...,not sarcastic
Xmas shopping all done thank god 😅,not sarcastic
can i get a yeet yeEt for anxiety?,not sarcastic
AS SHE SHOULD https://t.co/v1p2hHIC1i,not sarcastic
Here we go again! We are expecting! Our third baby is due Feb 2022! Absolutely terrified of having 2 under 2 and a 10 year old but we move baby! This is the last addition to the family so going to enjoy this for the very last time ❤️👶🏽,not sarcastic
Cheers @ASOS delivery lady for dropping my parcel off covered in coffee 😒👌🏼 https://t.co/UzY4gJS9DE,sarcastic
so in loveee🥵😍,not sarcastic
i love ingesting poison and then wondering why my tummy is rumbling the next morning,sarcastic
2021 will u think about me ?,not sarcastic
I’m not going to lie I didn’t realise haircuts or should I say “fresh trims” were so important to guys before lockdown💇🏻‍♂️😂,not sarcastic
Not at all concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping,sarcastic
@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,sarcastic
Saw @Harry_Styles in Hampstead today. What a fine young specimen of a man. My lord. Handsome. 💚☘️,not sarcastic
Many people have said “I’ll always be here for you”. Only a few have actually meant it &amp; I thank God for those people   every day.,not sarcastic
Holly Arnold ??? Who #ImACeleb  #MBE nope not sure oh hang on you mean MBE yes that’s her !!!,sarcastic
"No joke, air-fried Twisted Teas are THE BEST.",sarcastic
"Yesterday a stranger went into detail telling me how much better her new man is compared to her ex husband at oral sex, and it was a weird conversation but I guess I’m happy for her. New Year new mens.",not sarcastic
I ask myself everyday why did i pick art?,not sarcastic
I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,sarcastic
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",sarcastic
thunderstorms😍😍,not sarcastic
Does anyone else sit in their car for at least ten minutes to mentally prepare to enter the grocery store?,not sarcastic
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",sarcastic
WHY IS IT SO HARD TO FIND SOMEWHERE TO SWIMMM 🥵,not sarcastic
"Not a single conservative tear then for this absolutely drunk on power statement, but now that Biden makes some vague promises he can’t and won’t back up, they’re absolutely quaking in fear. The crocodile tears are astounding. Hypocrisy is just the conservative platform now.",not sarcastic
